song,artist,date,rank
Love Me Like You Do,Ellie Goulding,2015-01-24,45
Rather Be,Clean Bandit Featuring Jess Glynne,2015-01-24,46
Try Me,DeJ Loaf,2015-01-24,47
Shotgun Rider,Tim McGraw,2015-01-24,48
G.D.F.R.,Flo Rida Featuring Sage The Gemini &amp; Lookas,2015-01-24,49
Talladega,Eric Church,2015-01-24,50
I See You,Luke Bryan,2015-01-24,51
Sun Daze,Florida Georgia Line,2015-01-24,52
Prayer In C,Lillywood &amp; Robin Schulz,2015-01-24,53
Only One,Kanye West Featuring Paul McCartney,2015-01-24,54
L.A.LOVE (la la),Fergie,2015-01-24,55
She Knows,Ne-Yo Featuring Juicy J,2015-01-24,56
Perfect Storm,Brad Paisley,2015-01-24,57
"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,2015-01-24,58
Lonely Tonight,Blake Shelton Featuring Ashley Monroe,2015-01-24,59
Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future &amp; Jeremih",2015-01-24,60
Feeling Myself,Nicki Minaj Featuring Beyonce,2015-01-24,61
Til It's Gone,Kenny Chesney,2015-01-24,62
Stuck On A Feeling,Prince Royce Featuring Snoop Dogg,2015-01-24,63
I Bet My Life,Imagine Dragons,2015-01-24,64
Often,The Weeknd,2015-01-24,65
Make Me Wanna,Thomas Rhett,2015-01-24,66
Drinking Class,Lee Brice,2015-01-24,67
Just Gettin' Started,Jason Aldean,2015-01-24,68
Steal My Girl,One Direction,2015-01-24,69
God Made Girls,RaeLynn,2015-01-24,70
Shut Up And Dance,WALK THE MOON,2015-01-24,71
Style,Taylor Swift,2015-01-24,72
Lonely Eyes,Chris Young,2015-01-24,73
Mean To Me,Brett Eldredge,2015-01-24,74
Take Your Time,Sam Hunt,2015-01-24,75
Outside,Calvin Harris Featuring Ellie Goulding,2015-01-24,76
Irresistible,Fall Out Boy,2015-01-24,77
Like A Cowboy,Randy Houser,2015-01-24,78
Apparently,J. Cole,2015-01-24,79
Homegrown Honey,Darius Rucker,2015-01-24,80
Dangerous,David Guetta Featuring Sam Martin,2015-01-24,81
Earned It (Fifty Shades Of Grey),The Weeknd,2015-01-24,82
Body Language,Kid Ink Featuring Usher &amp; Tinashe,2015-01-24,83
Somewhere In My Car,Keith Urban,2015-01-24,84
Throw Sum Mo,Rae Sremmurd Featuring Nicki Minaj &amp; Young Thug,2015-01-24,85
Close Your Eyes,Parmalee,2015-01-24,86
Best Friends,Sophia Grace,2015-01-24,87
***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,2015-01-24,88
Ain't Worth The Whiskey,Cole Swindell,2015-01-24,89
Blank Space,I Prevail,2015-01-24,90
No Love,August Alsina,2015-01-24,91
Take It On Back,Chase Bryant,2015-01-24,92
Geronimo,Sheppard,2015-01-24,93
What We Ain't Got,Jake Owen,2015-01-24,94
Dear Future Husband,Meghan Trainor,2015-01-24,95
Not For Long,B.o.B Featuring Trey Songz,2015-01-24,96
A Guy Walks Into A Bar,Tyler Farr,2015-01-24,97
Post To Be,Omarion Featuring Chris Brown &amp; Jhene Aiko,2015-01-24,98
Neon Light,Blake Shelton,2015-01-24,99
All About It,Hoodie Allen Featuring Ed Sheeran,2015-01-24,100
Uptown Funk!,Mark Ronson Featuring Bruno Mars,2015-01-17,1
Blank Space,Taylor Swift,2015-01-17,2
Take Me To Church,Hozier,2015-01-17,3
Thinking Out Loud,Ed Sheeran,2015-01-17,4
Lips Are Movin,Meghan Trainor,2015-01-17,5
All About That Bass,Meghan Trainor,2015-01-17,6
Shake It Off,Taylor Swift,2015-01-17,7
I'm Not The Only One,Sam Smith,2015-01-17,8
Jealous,Nick Jonas,2015-01-17,9
Animals,Maroon 5,2015-01-17,10
Love Me Harder,Ariana Grande &amp; The Weeknd,2015-01-17,11
I Don't F**k With You,Big Sean Featuring E-40,2015-01-17,12
Centuries,Fall Out Boy,2015-01-17,13
The Heart Wants What It Wants,Selena Gomez,2015-01-17,14
Bang Bang,"Jessie J, Ariana Grande &amp; Nicki Minaj",2015-01-17,15
Only,"Nicki Minaj Featuring Drake, Lil Wayne &amp; Chris Brown",2015-01-17,16
The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,2015-01-17,17
Tuesday,I LOVE MAKONNEN Featuring Drake,2015-01-17,18
Stay With Me,Sam Smith,2015-01-17,19
Habits (Stay High),Tove Lo,2015-01-17,20
No Type,Rae Sremmurd,2015-01-17,21
Waves,Mr. Probz,2015-01-17,22
Don't,Ed Sheeran,2015-01-17,23
7/11,Beyonce,2015-01-17,24
Hot Boy,Bobby Shmurda,2015-01-17,25
CoCo,O.T. Genasis,2015-01-17,26
Rude,MAGIC!,2015-01-17,27
I Don't Mind,Usher Featuring Juicy J,2015-01-17,28
Beg For It,Iggy Azalea Featuring M0,2015-01-17,29
Don't Tell 'Em,Jeremih Featuring YG,2015-01-17,30
Black Widow,Iggy Azalea Featuring Rita Ora,2015-01-17,31
Blame,Calvin Harris Featuring John Newman,2015-01-17,32
Time Of Our Lives,Pitbull &amp; Ne-Yo,2015-01-17,33
Night Changes,One Direction,2015-01-17,34
Only One,Kanye West Featuring Paul McCartney,2015-01-17,35
Riptide,Vance Joy,2015-01-17,36
Chandelier,Sia,2015-01-17,37
L.A.LOVE (la la),Fergie,2015-01-17,38
Heroes (We Could Be),Alesso Featuring Tove Lo,2015-01-17,39
Trumpets,Jason Derulo,2015-01-17,40
Ghost,Ella Henderson,2015-01-17,41
Something In The Water,Carrie Underwood,2015-01-17,42
Shotgun Rider,Tim McGraw,2015-01-17,43
Rather Be,Clean Bandit Featuring Jess Glynne,2015-01-17,44
Stolen Dance,Milky Chance,2015-01-17,45
Sledgehammer,Fifth Harmony,2015-01-17,46
Try Me,DeJ Loaf,2015-01-17,47
Anaconda,Nicki Minaj,2015-01-17,48
Talladega,Eric Church,2015-01-17,49
Lifestyle,Rich Gang Featuring Young Thug &amp; Rich Homie Quan,2015-01-17,50
Sun Daze,Florida Georgia Line,2015-01-17,51
"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,2015-01-17,52
I Lived,OneRepublic,2015-01-17,53
G.D.F.R.,Flo Rida Featuring Sage The Gemini &amp; Lookas,2015-01-17,54
Steal My Girl,One Direction,2015-01-17,55
I See You,Luke Bryan,2015-01-17,56
Perfect Storm,Brad Paisley,2015-01-17,57
I Bet My Life,Imagine Dragons,2015-01-17,58
Feeling Myself,Nicki Minaj Featuring Beyonce,2015-01-17,59
Prayer In C,Lillywood &amp; Robin Schulz,2015-01-17,60
She Knows,Ne-Yo Featuring Juicy J,2015-01-17,61
Lonely Tonight,Blake Shelton Featuring Ashley Monroe,2015-01-17,62
Drinking Class,Lee Brice,2015-01-17,63
Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future &amp; Jeremih",2015-01-17,64
Try,Colbie Caillat,2015-01-17,65
Just Gettin' Started,Jason Aldean,2015-01-17,66
God Made Girls,RaeLynn,2015-01-17,67
Til It's Gone,Kenny Chesney,2015-01-17,68
Often,The Weeknd,2015-01-17,69
Dangerous,David Guetta Featuring Sam Martin,2015-01-17,70
Style,Taylor Swift,2015-01-17,71
Make Me Wanna,Thomas Rhett,2015-01-17,72
Lonely Eyes,Chris Young,2015-01-17,73
Close Your Eyes,Parmalee,2015-01-17,74
Mean To Me,Brett Eldredge,2015-01-17,75
Body Language,Kid Ink Featuring Usher &amp; Tinashe,2015-01-17,76
Shut Up And Dance,WALK THE MOON,2015-01-17,77
Stuck On A Feeling,Prince Royce Featuring Snoop Dogg,2015-01-17,78
Somewhere In My Car,Keith Urban,2015-01-17,79
Something Big,Shawn Mendes,2015-01-17,80
***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,2015-01-17,81
Homegrown Honey,Darius Rucker,2015-01-17,82
Like A Cowboy,Randy Houser,2015-01-17,83
Dear Future Husband,Meghan Trainor,2015-01-17,84
In Your Arms,Nico &amp; Vinz,2015-01-17,85
Apparently,J. Cole,2015-01-17,86
Earned It (Fifty Shades Of Grey),The Weeknd,2015-01-17,87
No Love,August Alsina,2015-01-17,88
Neon Light,Blake Shelton,2015-01-17,89
Outside,Calvin Harris Featuring Ellie Goulding,2015-01-17,90
Bed Of Lies,Nicki Minaj Featuring Skylar Grey,2015-01-17,91
Throw Sum Mo,Rae Sremmurd Featuring Nicki Minaj &amp; Young Thug,2015-01-17,92
Take Your Time,Sam Hunt,2015-01-17,93
Yellow Flicker Beat,Lorde,2015-01-17,94
What We Ain't Got,Jake Owen,2015-01-17,95
Geronimo,Sheppard,2015-01-17,96
A Guy Walks Into A Bar,Tyler Farr,2015-01-17,97
Take It On Back,Chase Bryant,2015-01-17,98
Ain't Worth The Whiskey,Cole Swindell,2015-01-17,99
I Mean It,G-Eazy Featuring Remo,2015-01-17,100
Blank Space,Taylor Swift,2015-01-10,1
Uptown Funk!,Mark Ronson Featuring Bruno Mars,2015-01-10,2
Take Me To Church,Hozier,2015-01-10,3
Lips Are Movin,Meghan Trainor,2015-01-10,4
All About That Bass,Meghan Trainor,2015-01-10,5
I'm Not The Only One,Sam Smith,2015-01-10,6
Thinking Out Loud,Ed Sheeran,2015-01-10,7
Animals,Maroon 5,2015-01-10,8
Shake It Off,Taylor Swift,2015-01-10,9
Jealous,Nick Jonas,2015-01-10,10
Love Me Harder,Ariana Grande &amp; The Weeknd,2015-01-10,11
I Don't F**k With You,Big Sean Featuring E-40,2015-01-10,12
The Heart Wants What It Wants,Selena Gomez,2015-01-10,13
Centuries,Fall Out Boy,2015-01-10,14
Only,"Nicki Minaj Featuring Drake, Lil Wayne &amp; Chris Brown",2015-01-10,15
The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,2015-01-10,16
Bang Bang,"Jessie J, Ariana Grande &amp; Nicki Minaj",2015-01-10,17
Tuesday,I LOVE MAKONNEN Featuring Drake,2015-01-10,18
No Type,Rae Sremmurd,2015-01-10,19
Habits (Stay High),Tove Lo,2015-01-10,20
Waves,Mr. Probz,2015-01-10,21
Don't,Ed Sheeran,2015-01-10,22
Hot Boy,Bobby Shmurda,2015-01-10,23
Stay With Me,Sam Smith,2015-01-10,24
7/11,Beyonce,2015-01-10,25
CoCo,O.T. Genasis,2015-01-10,26
Beg For It,Iggy Azalea Featuring M0,2015-01-10,27
Don't Tell 'Em,Jeremih Featuring YG,2015-01-10,28
Black Widow,Iggy Azalea Featuring Rita Ora,2015-01-10,29
Trumpets,Jason Derulo,2015-01-10,30
Blame,Calvin Harris Featuring John Newman,2015-01-10,31
Riptide,Vance Joy,2015-01-10,32
I Don't Mind,Usher Featuring Juicy J,2015-01-10,33
Night Changes,One Direction,2015-01-10,34
Rude,MAGIC!,2015-01-10,35
Heroes (We Could Be),Alesso Featuring Tove Lo,2015-01-10,36
Something In The Water,Carrie Underwood,2015-01-10,37
L.A.LOVE (la la),Fergie,2015-01-10,38
Chandelier,Sia,2015-01-10,39
Sledgehammer,Fifth Harmony,2015-01-10,40
Shotgun Rider,Tim McGraw,2015-01-10,41
Lifestyle,Rich Gang Featuring Young Thug &amp; Rich Homie Quan,2015-01-10,42
Ghost,Ella Henderson,2015-01-10,43
Rather Be,Clean Bandit Featuring Jess Glynne,2015-01-10,44
Try Me,DeJ Loaf,2015-01-10,45
Time Of Our Lives,Pitbull &amp; Ne-Yo,2015-01-10,46
Stolen Dance,Milky Chance,2015-01-10,47
Anaconda,Nicki Minaj,2015-01-10,48
Earned It (Fifty Shades Of Grey),The Weeknd,2015-01-10,49
Santa Tell Me,Ariana Grande,2015-01-10,50
Steal My Girl,One Direction,2015-01-10,51
Talladega,Eric Church,2015-01-10,52
Sun Daze,Florida Georgia Line,2015-01-10,53
I Bet My Life,Imagine Dragons,2015-01-10,54
Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future &amp; Jeremih",2015-01-10,55
"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,2015-01-10,56
I See You,Luke Bryan,2015-01-10,57
G.D.F.R.,Flo Rida Featuring Sage The Gemini &amp; Lookas,2015-01-10,58
Feeling Myself,Nicki Minaj Featuring Beyonce,2015-01-10,59
Drinking Class,Lee Brice,2015-01-10,60
God Made Girls,RaeLynn,2015-01-10,61
I Lived,OneRepublic,2015-01-10,62
Perfect Storm,Brad Paisley,2015-01-10,63
Dear Future Husband,Meghan Trainor,2015-01-10,64
Often,The Weeknd,2015-01-10,65
Try,Colbie Caillat,2015-01-10,66
"Mary, Did You Know?",Pentatonix,2015-01-10,67
Masterpiece,Jessie J,2015-01-10,68
Lonely Tonight,Blake Shelton Featuring Ashley Monroe,2015-01-10,69
Dangerous,David Guetta Featuring Sam Martin,2015-01-10,70
Prayer In C,Lillywood &amp; Robin Schulz,2015-01-10,71
Body Language,Kid Ink Featuring Usher &amp; Tinashe,2015-01-10,72
She Knows,Ne-Yo Featuring Juicy J,2015-01-10,73
Just Gettin' Started,Jason Aldean,2015-01-10,74
***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,2015-01-10,75
Make Me Wanna,Thomas Rhett,2015-01-10,76
Lonely Eyes,Chris Young,2015-01-10,77
Bad Blood,Taylor Swift Featuring Kendrick Lamar,2015-01-10,78
In Your Arms,Nico &amp; Vinz,2015-01-10,79
Bed Of Lies,Nicki Minaj Featuring Skylar Grey,2015-01-10,80
Til It's Gone,Kenny Chesney,2015-01-10,81
Somewhere In My Car,Keith Urban,2015-01-10,82
Mean To Me,Brett Eldredge,2015-01-10,83
Style,Taylor Swift,2015-01-10,84
Close Your Eyes,Parmalee,2015-01-10,85
Homegrown Honey,Darius Rucker,2015-01-10,86
Burnin' Up,Jessie J Featuring 2 Chainz,2015-01-10,87
No Love,August Alsina,2015-01-10,88
Shut Up And Dance,WALK THE MOON,2015-01-10,89
Yellow Flicker Beat,Lorde,2015-01-10,90
Break The Rules,Charli XCX,2015-01-10,91
Something Big,Shawn Mendes,2015-01-10,92
Stuck On A Feeling,Prince Royce Featuring Snoop Dogg,2015-01-10,93
Apparently,J. Cole,2015-01-10,94
Bad B*tch,French Montana Featuring Jeremih,2015-01-10,95
Like A Cowboy,Randy Houser,2015-01-10,96
Neon Light,Blake Shelton,2015-01-10,97
Can't Stop Dancin',Becky G,2015-01-10,98
Shell Shocked,"Juicy J, Wiz Khalifa &amp; Ty Dolla $ign Featuring Kill The Noise &amp; Madsonik",2015-01-10,99
Title,Meghan Trainor,2015-01-10,100
Blank Space,Taylor Swift,2015-01-03,1
Take Me To Church,Hozier,2015-01-03,2
Uptown Funk!,Mark Ronson Featuring Bruno Mars,2015-01-03,3
Thinking Out Loud,Ed Sheeran,2015-01-03,4
Lips Are Movin,Meghan Trainor,2015-01-03,5
I'm Not The Only One,Sam Smith,2015-01-03,6
Love Me Harder,Ariana Grande &amp; The Weeknd,2015-01-03,7
Jealous,Nick Jonas,2015-01-03,8
Animals,Maroon 5,2015-01-03,9
All About That Bass,Meghan Trainor,2015-01-03,10
Shake It Off,Taylor Swift,2015-01-03,11
I Don't F**k With You,Big Sean Featuring E-40,2015-01-03,12
The Heart Wants What It Wants,Selena Gomez,2015-01-03,13
Wasted Love,Matt McAndrew,2015-01-03,14
Only,"Nicki Minaj Featuring Drake, Lil Wayne &amp; Chris Brown",2015-01-03,15
Habits (Stay High),Tove Lo,2015-01-03,16
Tuesday,I LOVE MAKONNEN Featuring Drake,2015-01-03,17
Waves,Mr. Probz,2015-01-03,18
Don't,Ed Sheeran,2015-01-03,19
Centuries,Fall Out Boy,2015-01-03,20
The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,2015-01-03,21
Bang Bang,"Jessie J, Ariana Grande &amp; Nicki Minaj",2015-01-03,22
No Type,Rae Sremmurd,2015-01-03,23
7/11,Beyonce,2015-01-03,24
Hot Boy,Bobby Shmurda,2015-01-03,25
Blame,Calvin Harris Featuring John Newman,2015-01-03,26
Stay With Me,Sam Smith,2015-01-03,27
CoCo,O.T. Genasis,2015-01-03,28
Beg For It,Iggy Azalea Featuring M0,2015-01-03,29
Don't Tell 'Em,Jeremih Featuring YG,2015-01-03,30
I Don't Mind,Usher Featuring Juicy J,2015-01-03,31
Riptide,Vance Joy,2015-01-03,32
Black Widow,Iggy Azalea Featuring Rita Ora,2015-01-03,33
My Baby's Got A Smile On Her Face,Craig Wayne Boyd,2015-01-03,34
All I Want For Christmas Is You,Mariah Carey,2015-01-03,35
Heroes (We Could Be),Alesso Featuring Tove Lo,2015-01-03,36
Trumpets,Jason Derulo,2015-01-03,37
Shotgun Rider,Tim McGraw,2015-01-03,38
Stolen Dance,Milky Chance,2015-01-03,39
Chandelier,Sia,2015-01-03,40
Something In The Water,Carrie Underwood,2015-01-03,41
Santa Tell Me,Ariana Grande,2015-01-03,42
Feeling Myself,Nicki Minaj Featuring Beyonce,2015-01-03,43
Lifestyle,Rich Gang Featuring Young Thug &amp; Rich Homie Quan,2015-01-03,44
Rather Be,Clean Bandit Featuring Jess Glynne,2015-01-03,45
Try Me,DeJ Loaf,2015-01-03,46
Ghost,Ella Henderson,2015-01-03,47
Anaconda,Nicki Minaj,2015-01-03,48
Rude,MAGIC!,2015-01-03,49
Night Changes,One Direction,2015-01-03,50
Talladega,Eric Church,2015-01-03,51
"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,2015-01-03,52
Velvet,Chris Jamison,2015-01-03,53
Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future &amp; Jeremih",2015-01-03,54
L.A.LOVE (la la),Fergie,2015-01-03,55
About The Money,T.I. Featuring Young Thug,2015-01-03,56
Sun Daze,Florida Georgia Line,2015-01-03,57
"Mary, Did You Know?",Pentatonix,2015-01-03,58
Perfect Storm,Brad Paisley,2015-01-03,59
I Bet My Life,Imagine Dragons,2015-01-03,60
I See You,Luke Bryan,2015-01-03,61
Bed Of Lies,Nicki Minaj Featuring Skylar Grey,2015-01-03,62
Lost Without U,Chris Jamison &amp; Adam Levine,2015-01-03,63
I Lived,OneRepublic,2015-01-03,64
Masterpiece,Jessie J,2015-01-03,65
Lonely Tonight,Blake Shelton Featuring Ashley Monroe,2015-01-03,66
Til It's Gone,Kenny Chesney,2015-01-03,67
Dangerous,David Guetta Featuring Sam Martin,2015-01-03,68
Prayer In C,Lillywood &amp; Robin Schulz,2015-01-03,69
Steal My Girl,One Direction,2015-01-03,70
Close Your Eyes,Parmalee,2015-01-03,71
Drinking Class,Lee Brice,2015-01-03,72
Just Gettin' Started,Jason Aldean,2015-01-03,73
Soldier,Damien,2015-01-03,74
Sledgehammer,Fifth Harmony,2015-01-03,75
Make Me Wanna,Thomas Rhett,2015-01-03,76
G.D.F.R.,Flo Rida Featuring Sage The Gemini &amp; Lookas,2015-01-03,77
God Made Girls,RaeLynn,2015-01-03,78
She Knows,Ne-Yo Featuring Juicy J,2015-01-03,79
Somewhere In My Car,Keith Urban,2015-01-03,80
Often,The Weeknd,2015-01-03,81
Mean To Me,Brett Eldredge,2015-01-03,82
Lost Stars,Matt McAndrew &amp; Adam Levine,2015-01-03,83
Girl In A Country Song,Maddie &amp; Tae,2015-01-03,84
Try,Colbie Caillat,2015-01-03,85
Shut Up And Dance,WALK THE MOON,2015-01-03,86
Time Of Our Lives,Pitbull &amp; Ne-Yo,2015-01-03,87
Get On Your Knees,Nicki Minaj Featuring Ariana Grande,2015-01-03,88
***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,2015-01-03,89
Apparently,J. Cole,2015-01-03,90
Like A Cowboy,Randy Houser,2015-01-03,91
Body Language,Kid Ink Featuring Usher &amp; Tinashe,2015-01-03,92
No Love,August Alsina,2015-01-03,93
Break The Rules,Charli XCX,2015-01-03,94
Lonely Eyes,Chris Young,2015-01-03,95
Fireball,Pitbull Featuring John Ryan,2015-01-03,96
Homegrown Honey,Darius Rucker,2015-01-03,97
Wet Dreamz,J. Cole,2015-01-03,98
Yellow Flicker Beat,Lorde,2015-01-03,99
In Your Arms,Nico &amp; Vinz,2015-01-03,100
Blank Space,Taylor Swift,2014-12-27,1
Take Me To Church,Hozier,2014-12-27,2
Uptown Funk!,Mark Ronson Featuring Bruno Mars,2014-12-27,3
Lips Are Movin,Meghan Trainor,2014-12-27,4
I'm Not The Only One,Sam Smith,2014-12-27,5
Thinking Out Loud,Ed Sheeran,2014-12-27,6
All About That Bass,Meghan Trainor,2014-12-27,7
Animals,Maroon 5,2014-12-27,8
Love Me Harder,Ariana Grande &amp; The Weeknd,2014-12-27,9
Shake It Off,Taylor Swift,2014-12-27,10
Jealous,Nick Jonas,2014-12-27,11
Only,"Nicki Minaj Featuring Drake, Lil Wayne &amp; Chris Brown",2014-12-27,12
The Heart Wants What It Wants,Selena Gomez,2014-12-27,13
I Don't F**k With You,Big Sean Featuring E-40,2014-12-27,14
Habits (Stay High),Tove Lo,2014-12-27,15
Tuesday,I LOVE MAKONNEN Featuring Drake,2014-12-27,16
Don't,Ed Sheeran,2014-12-27,17
Waves,Mr. Probz,2014-12-27,18
Bang Bang,"Jessie J, Ariana Grande &amp; Nicki Minaj",2014-12-27,19
7/11,Beyonce,2014-12-27,20
Blame,Calvin Harris Featuring John Newman,2014-12-27,21
No Type,Rae Sremmurd,2014-12-27,22
The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,2014-12-27,23
Hot Boy,Bobby Shmurda,2014-12-27,24
Stay With Me,Sam Smith,2014-12-27,25
Centuries,Fall Out Boy,2014-12-27,26
CoCo,O.T. Genasis,2014-12-27,27
Beg For It,Iggy Azalea Featuring M0,2014-12-27,28
Don't Tell 'Em,Jeremih Featuring YG,2014-12-27,29
Black Widow,Iggy Azalea Featuring Rita Ora,2014-12-27,30
Trumpets,Jason Derulo,2014-12-27,31
Riptide,Vance Joy,2014-12-27,32
Lifestyle,Rich Gang Featuring Young Thug &amp; Rich Homie Quan,2014-12-27,33
Chandelier,Sia,2014-12-27,34
Heroes (We Could Be),Alesso Featuring Tove Lo,2014-12-27,35
Rather Be,Clean Bandit Featuring Jess Glynne,2014-12-27,36
I Don't Mind,Usher Featuring Juicy J,2014-12-27,37
Something In The Water,Carrie Underwood,2014-12-27,38
Shotgun Rider,Tim McGraw,2014-12-27,39
All I Want For Christmas Is You,Mariah Carey,2014-12-27,40
L.A.LOVE (la la),Fergie,2014-12-27,41
Stolen Dance,Milky Chance,2014-12-27,42
Rude,MAGIC!,2014-12-27,43
Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future &amp; Jeremih",2014-12-27,44
Try Me,DeJ Loaf,2014-12-27,45
Cool Kids,Echosmith,2014-12-27,46
"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,2014-12-27,47
"Mary, Did You Know?",Pentatonix,2014-12-27,48
New Flame,Chris Brown Featuring Usher &amp; Rick Ross,2014-12-27,49
About The Money,T.I. Featuring Young Thug,2014-12-27,50
Talladega,Eric Church,2014-12-27,51
Perfect Storm,Brad Paisley,2014-12-27,52
Night Changes,One Direction,2014-12-27,53
Lonely Tonight,Blake Shelton Featuring Ashley Monroe,2014-12-27,54
Anaconda,Nicki Minaj,2014-12-27,55
Make It Rain,Ed Sheeran,2014-12-27,56
Ghost,Ella Henderson,2014-12-27,57
Sun Daze,Florida Georgia Line,2014-12-27,58
The Old Rugged Cross,Craig Wayne Boyd,2014-12-27,59
Dangerous,David Guetta Featuring Sam Martin,2014-12-27,60
I See You,Luke Bryan,2014-12-27,61
Girl In A Country Song,Maddie &amp; Tae,2014-12-27,62
I Bet My Life,Imagine Dragons,2014-12-27,63
Santa Tell Me,Ariana Grande,2014-12-27,64
Somewhere In My Car,Keith Urban,2014-12-27,65
No Flex Zone,Rae Sremmurd,2014-12-27,66
I Lived,OneRepublic,2014-12-27,67
Til It's Gone,Kenny Chesney,2014-12-27,68
Close Your Eyes,Parmalee,2014-12-27,69
Steal My Girl,One Direction,2014-12-27,70
God Made Girls,RaeLynn,2014-12-27,71
Drinking Class,Lee Brice,2014-12-27,72
Wet Dreamz,J. Cole,2014-12-27,73
Often,The Weeknd,2014-12-27,74
***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,2014-12-27,75
Style,Taylor Swift,2014-12-27,76
Try,Colbie Caillat,2014-12-27,77
No Love,August Alsina,2014-12-27,78
Prayer In C,Lillywood &amp; Robin Schulz,2014-12-27,79
Make Me Wanna,Thomas Rhett,2014-12-27,80
Make It Rain,Matt McAndrew,2014-12-27,81
Mean To Me,Brett Eldredge,2014-12-27,82
Shut Up And Dance,WALK THE MOON,2014-12-27,83
Just Gettin' Started,Jason Aldean,2014-12-27,84
She Knows,Ne-Yo Featuring Juicy J,2014-12-27,85
Yellow Flicker Beat,Lorde,2014-12-27,86
G.D.F.R.,Flo Rida Featuring Sage The Gemini &amp; Lookas,2014-12-27,87
Fireball,Pitbull Featuring John Ryan,2014-12-27,88
In Your Arms,Nico &amp; Vinz,2014-12-27,89
Have Yourself A Merry Little Christmas,Sam Smith,2014-12-27,90
Like A Cowboy,Randy Houser,2014-12-27,91
Body Language,Kid Ink Featuring Usher &amp; Tinashe,2014-12-27,92
Come Join The Murder,The White Buffalo &amp; The Forest Rangers,2014-12-27,93
Sledgehammer,Fifth Harmony,2014-12-27,94
No Role Modelz,J. Cole,2014-12-27,95
Burnin' Up,Jessie J Featuring 2 Chainz,2014-12-27,96
Homegrown Honey,Darius Rucker,2014-12-27,97
When I Was Your Man,Chris Jamison,2014-12-27,98
Neon Light,Blake Shelton,2014-12-27,99
Break The Rules,Charli XCX,2014-12-27,100
Blank Space,Taylor Swift,2014-12-20,1
Take Me To Church,Hozier,2014-12-20,2
All About That Bass,Meghan Trainor,2014-12-20,3
Animals,Maroon 5,2014-12-20,4
Uptown Funk!,Mark Ronson Featuring Bruno Mars,2014-12-20,5
Shake It Off,Taylor Swift,2014-12-20,6
I'm Not The Only One,Sam Smith,2014-12-20,7
Lips Are Movin,Meghan Trainor,2014-12-20,8
Jealous,Nick Jonas,2014-12-20,9
Love Me Harder,Ariana Grande &amp; The Weeknd,2014-12-20,10
